"Dstat 0.7.3 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","joao-MacPro",,,,"User:","joao"
"Cmdline:","dstat -a -v --output ./dstat_1_thread.csv",,,,"Date:","13 May 2019 19:54:00 WEST"
"total cpu usage",,,,,"dsk/total",,"net/total",,"paging",,"system",,"procs",,,"memory usage",,,,"paging",,"dsk/total",,"system",,"total cpu usage",,,,
3.987,2.367,92.151,1.495,0,0,2740224,587995,588372,0,0,4525,10846,1,0,9,4951326720,18059186176,2306674688,38517002240,0,0,0,2740224,4525,10855,4.027,2.366,92.113,1.494,0
4.512,1.656,92.715,1.118,0,0,2424832,614909,616286,0,0,4305,10225,2,2,10,4971036672,18038693888,2306695168,38517641216,0,0,0,2453504,4309,10232,4.510,1.696,92.677,1.117,0
4.619,1.498,92.385,1.498,0,0,2633728,600861,601238,0,0,3969,9932,1,1,13,4994351104,18014629888,2306727936,38518054912,0,0,0,2605056,3966,9918,4.580,1.499,92.423,1.499,0
3.455,0.708,94.130,1.707,0,0,3813376,595787,596039,0,0,4024,10012,1,0,10,5010755584,17998848000,2306727936,38517358592,0,0,0,3813376,4023,10010,3.457,0.666,94.169,1.708,0
3.616,1.829,93.433,1.122,0,0,2605056,598913,599165,0,0,4018,10926,0,1,12,5025796096,17982877696,2306756608,38518104064,0,0,0,2609152,4020,10930,3.616,1.829,93.433,1.122,0
3.417,1.583,93.958,1.042,0,0,1720320,122163,122667,0,0,3594,8695,3,0,8,5041577984,17966878720,2306760704,38518243328,0,0,0,1716224,3592,8701,3.457,1.583,93.919,1.041,0
3.119,1.705,93.888,1.289,0,0,2703360,590556,591060,0,0,4024,9760,1,0,9,5056712704,17951326208,2306768896,38518562816,0,0,0,2703360,4025,9755,3.076,1.704,93.932,1.288,0
3.137,1.129,94.605,1.129,0,0,2572288,584790,585294,0,0,3635,9035,2,0,13,5073268736,17934270464,2306805760,38518886400,0,0,0,2572288,3635,9036,3.179,1.171,94.521,1.129,0
4.250,0.958,93.708,1.083,0,0,2433024,614925,615177,0,0,4066,10929,0,1,3,5086228480,17920569344,2306830336,38519455744,0,0,0,2433024,4065,10923,4.208,0.958,93.750,1.083,0
3.255,1.544,93.823,1.377,0,0,2572288,599349,599601,0,0,4022,9585,0,0,9,5100851200,17905115136,2306850816,38520201216,0,0,0,2572288,4022,9585,3.255,1.544,93.823,1.377,0
4.900,1.661,92.027,1.412,0,0,2240512,594684,594936,0,0,3838,9588,0,1,12,5133664256,17871761408,2306863104,38520598528,0,0,0,2240512,3838,9588,4.940,1.660,91.947,1.453,0
2.628,1.627,94.451,1.293,0,0,2523136,122852,122852,0,0,3972,9616,1,1,8,5138128896,17866391552,2306891776,38521335808,0,0,0,2527232,3984,9665,2.587,1.585,94.577,1.252,0
5.671,1.209,91.868,1.251,0,0,2433024,621727,621797,0,0,4134,11106,2,1,12,5143498752,17859899392,2306924544,38522335232,0,0,0,2433024,4125,11067,5.752,1.209,91.788,1.251,0
2.875,0.958,94.292,1.875,0,0,4317184,574891,574891,0,0,3782,8197,1,0,4,5151096832,17853190144,2306940928,38521323520,0,0,0,4313088,3782,8195,2.793,0.959,94.373,1.876,0
4.002,1.459,93.914,0.625,0,0,1658880,1133591,1134361,0,0,3923,10461,2,0,14,5152542720,17850462208,2306957312,38522474496,0,0,0,1658880,3920,10456,4.002,1.459,93.914,0.625,0
5.239,1.663,93.015,0.083,0,16384,1896448,1188483,1188483,0,0,3597,10792,0,0,11,5148192768,17853628416,2306985984,38523555840,0,0,16384,1896448,3602,10792,5.246,1.665,93.006,0.083,0
4.936,1.659,93.322,0.083,0,0,5558272,1188223,1188348,0,0,4221,11045,7,0,13,5155221504,17845485568,2307002368,38524579840,0,0,0,5558272,4222,11108,4.932,1.658,93.328,0.083,0
4.377,1.251,94.331,0.042,0,0,1261568,1196218,1197833,0,0,3419,10886,2,0,11,5160468480,17839173632,2307022848,38525607936,0,0,0,1261568,3413,10824,4.379,1.251,94.329,0.042,0
4.506,1.252,93.700,0.542,0,16384,2056192,1156421,1156798,0,0,3998,11367,2,1,6,5167681536,17830760448,2307043328,38526541824,0,0,16384,2060288,4007,11390,4.500,1.250,93.708,0.542,0
6.315,1.454,90.694,1.537,0,0,2752512,603291,603613,0,0,4042,9530,2,1,13,5185069056,17812520960,2307084288,38527016960,0,0,0,2752512,4036,9510,6.356,1.496,90.611,1.537,0
3.658,1.704,93.308,1.330,0,0,2379776,622067,622319,0,0,3790,9876,2,0,9,5188878336,17807933440,2307112960,38527602688,0,0,0,2375680,3790,9907,3.614,1.703,93.353,1.329,0
3.778,1.743,93.151,1.328,0,0,2985984,597649,598153,0,0,4362,10087,1,0,11,5191905280,17804009472,2307133440,38528339968,0,0,0,2985984,4359,10053,3.784,1.705,93.181,1.331,0
4.082,0.875,93.669,1.374,0,0,2744320,598314,598839,0,0,3709,8929,3,1,9,5204041728,17791410176,2307158016,38528565248,0,0,0,2744320,3709,8927,4.080,0.916,93.630,1.374,0
2.622,1.248,94.715,1.415,0,16384,5193728,122486,122990,0,0,3459,8869,0,1,3,5204647936,17792278528,2307174400,38527000576,0,0,16384,5197824,3462,8872,2.623,1.207,94.754,1.415,0
6.172,1.698,90.762,1.367,0,0,2740224,609404,609656,0,0,4418,10364,4,0,14,5215264768,17780850688,2307215360,38527594496,0,0,0,2736128,4415,10370,6.167,1.697,90.770,1.366,0
3.378,1.668,93.620,1.334,0,0,2756608,605189,605441,0,0,3990,9480,1,0,9,5201317888,17794433024,2307235840,38527823872,0,0,0,2756608,3990,9475,3.381,1.669,93.614,1.336,0
3.401,1.618,93.613,1.369,0,0,4100096,601772,602024,0,0,3993,10237,1,1,9,5203742720,17791164416,2307260416,38528552960,0,0,0,4100096,3995,10233,3.398,1.616,93.618,1.368,0
5.088,0.709,93.078,1.126,0,0,2711552,603865,603865,0,0,3500,8295,1,1,11,5221126144,17773342720,2307289088,38528864256,0,0,0,2715648,3501,8303,5.092,0.751,93.030,1.127,0
4.110,1.536,93.234,1.121,0,0,2441216,622990,622990,0,0,3887,10288,1,1,4,5221568512,17772085248,2307313664,38529589248,0,0,0,2437120,3884,10278,4.106,1.493,93.281,1.120,0
2.838,1.669,93.781,1.711,0,0,2949120,582226,582226,0,0,3928,9487,1,0,12,5223923712,17770029056,2307350528,38529089536,0,0,0,2949120,3929,9498,2.842,1.672,93.774,1.713,0
3.404,1.702,93.690,1.204,0,0,2625536,617337,617337,0,0,3615,9523,1,1,9,5213167616,17779245056,2307375104,38530412544,0,0,0,2629632,3616,9516,3.400,1.700,93.698,1.202,0
4.364,1.579,93.017,1.039,0,0,4005888,622603,622603,0,0,3852,10837,0,1,9,5217144832,17774018560,2307399680,38531469312,0,0,0,4001792,3852,10854,4.368,1.622,92.970,1.040,0
3.857,0.581,94.276,1.286,0,0,2740224,122585,122585,0,0,3318,8701,0,1,4,5218799616,17771982848,2307420160,38531678208,0,0,0,2740224,3317,8682,3.859,0.539,94.315,1.286,0
3.155,1.577,93.939,1.328,0,0,4030464,607372,607372,0,0,3481,9340,1,0,9,5219934208,17769742336,2307452928,38532517888,0,0,0,4030464,3480,9339,3.150,1.575,93.949,1.326,0
3.645,1.698,93.331,1.326,0,0,3014656,585485,585485,0,0,3908,10189,0,1,12,5222244352,17767174144,2307477504,38532644864,0,0,0,3035136,3913,10203,3.644,1.698,93.292,1.366,0
3.039,1.540,94.172,1.249,0,0,2490368,623121,623121,0,0,3572,9518,1,1,9,5215694848,17773465600,2307493888,38532722688,0,0,0,2469888,3568,9505,3.042,1.542,94.208,1.208,0
2.874,1.416,94.377,1.333,0,0,4526080,604269,604269,0,0,3643,9578,1,1,8,5219471360,17768849408,2307514368,38533406720,0,0,0,4530176,3643,9576,2.917,1.458,94.292,1.333,0
6.440,0.665,91.525,1.371,0,0,2859008,606654,606654,0,0,3646,8568,2,0,6,5244506112,17743069184,2307526656,38533967872,0,0,0,2854912,3646,8588,6.393,0.623,91.615,1.370,0
2.820,1.825,94.110,1.244,0,0,2572288,608227,608227,0,0,3848,9661,1,0,9,5246922752,17739714560,2307551232,38534758400,0,0,0,2572288,3847,9649,2.820,1.825,94.110,1.244,0
5.418,1.820,92.680,0.083,0,0,1454080,1213110,1213110,0,0,4131,11450,3,0,15,5249888256,17735958528,2307571712,38535467008,0,0,0,1454080,4131,11453,5.422,1.821,92.674,0.083,0
4.125,1.667,94.125,0.083,0,0,1327104,1198528,1198528,0,0,3585,10752,1,0,11,5241991168,17741959168,2307592192,38537293824,0,0,0,1327104,3585,10756,4.122,1.665,94.130,0.083,0
4.411,1.040,94.465,0.083,0,0,1822720,1665488,1665488,0,0,3128,10357,2,0,12,5245984768,17737248768,2307612672,38537932800,0,0,0,1822720,3128,10342,4.411,1.040,94.465,0.083,0
4.210,1.084,94.623,0.083,0,0,3776512,1175651,1175721,0,0,3306,9687,1,0,6,5032075264,17949982720,2307629056,38538989568,0,0,0,3776512,3307,9698,4.215,1.127,94.574,0.083,0
4.900,2.616,92.234,0.249,0,0,3436544,858,858,0,0,8560,26387,4,0,132,4735356928,18210373632,2307878912,38574202880,0,0,0,3436544,8561,26416,4.894,2.572,92.285,0.249,0
3.918,2.501,93.372,0.208,0,0,909312,0,0,0,0,5312,22670,1,0,54,4739768320,18151059456,2307919872,38627868672,0,0,0,909312,5310,22652,3.920,2.502,93.369,0.209,0
5.069,2.451,92.480,0,0,0,0,0,0,0,0,3349,26890,2,0,7,4738764800,18062139392,2307919872,38715301888,0,0,0,0,3352,26892,5.075,2.454,92.471,0,0
4.944,2.368,92.688,0,0,0,0,0,630,0,0,3196,27120,2,0,7,4735557632,17908629504,2307919872,38869782528,0,0,0,0,3194,27123,4.975,2.405,92.620,0,0
5.939,2.658,91.321,0.083,0,0,6885376,0,0,0,0,4098,28480,5,0,7,4737282048,17737736192,2307919872,39036579840,0,0,0,6885376,4097,28509,5.902,2.618,91.397,0.083,0
4.634,2.565,91.643,1.158,0,262144,28811264,0,265,0,0,5490,23522,1,0,58,4739833856,17603256320,2307973120,39165972480,0,0,262144,28811264,5491,23488,4.634,2.565,91.643,1.158,0
4.077,2.870,92.762,0.291,0,3932160,778240,0,1125,0,0,5676,25636,1,0,50,4747423744,17535922176,2308071424,39224373248,0,0,3932160,778240,5676,25654,4.080,2.873,92.756,0.291,0
2.999,1.874,94.919,0.208,0,0,1339392,93,470,0,0,4162,7706,1,0,51,4724477952,17524338688,2308075520,39257563136,0,0,0,1339392,4162,7666,2.995,1.872,94.925,0.208,0
0.250,0.417,99.333,0,0,0,0,0,252,0,0,824,1507,1,0,7,4724547584,17524293632,2308075520,39257563136,0,0,0,0,823,1507,0.250,0.417,99.332,0,0
0.375,1,98.625,0,0,0,3063808,0,742,0,0,1128,1754,0,0,2,4724310016,17524518912,2308075520,39257567232,0,0,0,3063808,1129,1754,0.375,0.999,98.626,0,0
0.167,1.167,98.666,0,0,0,0,0,504,0,0,1031,1304,0,0,7,4724244480,17524498432,2308075520,39257571328,0,0,0,0,1032,1306,0.167,1.167,98.667,0,0
0.250,1.168,98.582,0,0,0,0,0,504,0,0,938,1616,0,0,7,4724908032,17523843072,2308075520,39257571328,0,0,0,0,937,1614,0.250,1.168,98.582,0,0
0.417,1.417,98.167,0,0,0,397312,0,504,0,0,1137,1621,0,0,7,4725362688,17523384320,2308079616,39257571328,0,0,0,397312,1137,1621,0.416,1.457,98.127,0,0
0.125,0.125,99.750,0,0,0,0,0,322,0,0,810,1264,1,0,7,4725735424,17523003392,2308079616,39257575424,0,0,0,0,820,1264,0.125,0.125,99.750,0,0
0.250,1.167,98.583,0,0,0,2420736,0,252,0,0,1214,1423,0,0,2,4725575680,17523163136,2308079616,39257575424,0,0,0,2420736,1204,1423,0.250,1.126,98.624,0,0
0.208,1.333,98.458,0,0,0,0,0,252,0,0,929,1400,0,0,7,4726235136,17522503680,2308079616,39257575424,0,0,0,0,929,1400,0.208,1.333,98.459,0,0
0.208,1.166,98.626,0,0,0,0,0,0,0,0,916,1134,0,0,7,4725604352,17523134464,2308079616,39257575424,0,0,0,0,916,1134,0.208,1.166,98.626,0,0
0.708,1.291,97.959,0.042,0,0,77824,0,0,0,0,2055,3488,2,0,29,4730191872,17518546944,2308079616,39257575424,0,0,0,77824,2054,3488,0.709,1.334,97.916,0.042,0
1.415,1.332,94.879,2.373,0,0,174768128,18446744073680144384,18446744073705981952,0,0,3492,5250,0,1,24,4717051904,17538957312,2308079616,39257522176,0,0,0,176078848,3493,5250,1.414,1.290,94.925,2.371,0
0.167,1.293,94.618,3.922,0,0,264765440,80,80,0,0,1390,1309,0,3,7,4718088192,17537900544,2308083712,39257526272,0,0,0,263454720,1389,1309,0.167,1.295,94.609,3.928,0
4.007,2.796,90.860,2.337,0,0,55762944,18446744073708179456,18446744073682350080,0,0,9880,17827,0,0,128,3986264064,18272006144,2308091904,39257505792,0,0,0,55762944,9881,17827,3.997,2.831,90.841,2.331,0
1.881,2.299,95.527,0.293,0,16384,2580480,18446744073707472896,18446744073707442176,0,0,5627,10206,0,0,45,3972464640,18290458624,2308096000,39257382912,0,0,16384,2580480,5627,10206,1.883,2.259,95.565,0.293,0
0.584,0.792,98.624,0,0,0,40960,0,0,0,0,1922,3228,1,0,23,3884171264,18379264000,2308096000,39257100288,0,0,0,40960,1922,3228,0.584,0.792,98.624,0,0
3.177,2.885,93.520,0.418,0,0,2895872,18446744073709441024,18446744073709402112,0,0,9203,16292,1,0,253,3881291776,18896871424,2308096000,38750990336,0,0,0,2895872,9202,16292,3.181,2.888,93.512,0.419,0
4.186,2.569,93.245,0,0,0,0,80,80,0,0,7295,11358,1,0,216,3882909696,18868297728,2308096000,38778294272,0,0,0,0,7295,11358,4.184,2.610,93.206,0,0
5.597,3.885,87.176,3.342,0,0,42905600,160,375,0,0,9349,22570,10,0,214,3959951360,18782826496,2308161536,38786306048,0,0,0,42905600,9390,22639,5.678,3.883,87.098,3.340,0
8.703,5.272,82.343,3.682,0,0,73281536,0,2641,0,0,19146,42932,5,0,509,3991543808,18673905664,2308169728,38858072064,0,0,0,73281536,19111,42885,8.699,5.270,82.350,3.680,0
17.823,3.365,73.494,5.318,0,2850816,139411456,400,9550,0,0,8829,37884,6,1,117,4232118272,18292846592,2308173824,38993342464,0,0,2899968,139411456,8826,37880,17.762,3.328,73.586,5.324,0
18.532,3.648,76.451,1.368,0,5947392,3432448,0,13044,0,0,10842,30263,9,0,245,4370522112,18181726208,2308173824,38967320576,0,0,5898240,3506176,10846,30262,18.540,3.650,76.441,1.369,0
20.737,3.104,75.414,0.745,0,0,7475200,160,4616,0,0,5719,20500,10,0,64,4511805440,18032459776,2308186112,38972547072,0,0,0,7401472,5712,20503,20.818,3.098,75.341,0.743,0
31.445,2.291,66.264,0,0,0,0,0,2483,0,0,5267,17580,8,0,17,4633796608,17908670464,2308186112,38972567552,0,0,0,0,5267,17565,31.386,2.295,66.319,0,0
43.154,2.538,54.266,0.042,0,0,262144,26015,30414,0,0,6553,22029,12,0,59,4781248512,17759014912,2308186112,38972665856,0,0,0,262144,6553,22048,43.154,2.538,54.266,0.042,0
15.772,1.165,82.772,0.291,0,0,622592,57173,58350,0,0,4007,11191,5,0,14,4819734528,17718919168,2308186112,38972743680,0,0,0,622592,4007,11181,15.794,1.205,82.710,0.291,0
7.837,1.459,90.496,0.208,0,327680,372736,246922,248412,0,0,3765,14311,1,1,14,4916559872,17622024192,2308190208,38972755968,0,0,327680,372736,3767,14306,7.792,1.417,90.583,0.208,0
0.334,1.418,95.953,2.295,0,0,4304896,273,1637,0,0,3062,4940,0,1,7,4919083008,17618907136,2308231168,38973169664,0,0,0,4308992,3061,4933,0.334,1.460,95.913,2.294,0
3.460,1.667,92.664,2.209,0,0,2826240,114086,114715,0,0,3262,9313,0,1,9,4940259328,17597407232,2308247552,38973427712,0,0,0,2908160,3263,9317,3.463,1.669,92.657,2.211,0
5.147,2.159,91.988,0.706,0,0,2289664,20280,20784,0,0,8175,20818,1,0,129,4694724608,17838022656,2308255744,38978146304,0,0,0,2203648,8176,20841,5.150,2.159,91.985,0.706,0
3.800,1.921,94.154,0.125,0,0,749568,0,629,0,0,3771,22376,2,0,18,4646645760,17816625152,2308255744,39046385664,0,0,0,749568,3774,22366,3.798,1.920,94.157,0.125,0
3.851,2.344,93.805,0,0,0,110592,0,504,0,0,4394,24718,1,0,38,4675641344,17717460992,2308255744,39114805248,0,0,0,110592,4389,24719,3.853,2.303,93.844,0,0
4.637,2.548,92.815,0,0,0,0,0,644,0,0,3559,25890,3,0,7,4676079616,17588310016,2308255744,39241064448,0,0,0,0,3558,25898,4.633,2.546,92.821,0,0
4.437,2.679,92.884,0,0,0,0,0,1554,0,0,3857,28459,1,0,7,4675088384,17413304320,2308255744,39414661120,0,0,0,0,3857,28453,4.441,2.681,92.878,0,0
4.104,2.596,93.300,0,0,0,0,0,462,0,0,3359,25594,0,0,7,4649185280,17280069632,2308255744,39571468288,0,0,0,0,3359,25572,4.100,2.594,93.305,0,0
3.391,1.046,95.103,0.460,0,0,1724416,0,1377,0,0,6634,20270,1,0,107,4650020864,17242263552,2308321280,39607296000,0,0,0,1724416,6634,20272,3.391,1.046,95.103,0.460,0
2.865,1.537,95.349,0.249,0,0,1593344,0,377,0,0,3302,5130,0,0,38,4650414080,17214226432,2308321280,39634194432,0,0,0,1593344,3302,5128,2.865,1.537,95.349,0.249,0
0.789,1.329,97.881,0,0,0,12288,0,252,0,0,1934,2310,0,0,18,4646625280,17218445312,2308321280,39634202624,0,0,0,12288,1934,2310,0.789,1.329,97.881,0,0
0.209,1.085,98.707,0,0,0,0,0,377,0,0,1013,1421,0,0,7,4646617088,17218654208,2308321280,39634206720,0,0,0,0,1013,1424,0.209,1.084,98.707,0,0
0.209,1.251,98.540,0,0,0,0,0,252,0,0,960,1558,1,0,7,4646371328,17218899968,2308321280,39634206720,0,0,0,0,960,1555,0.209,1.252,98.540,0,0
0.250,0.250,99.500,0,0,0,0,0,504,0,0,877,1535,0,0,2,4646649856,17218621440,2308321280,39634206720,0,0,0,0,877,1535,0.250,0.250,99.500,0,0
0.208,1.125,98.667,0,0,0,0,0,504,0,0,1042,1572,0,0,7,4647182336,17218088960,2308321280,39634206720,0,0,0,0,1042,1572,0.208,1.125,98.666,0,0
0.292,1.085,98.623,0,0,0,57344,0,504,0,0,1031,1587,0,0,7,4647522304,17217748992,2308321280,39634206720,0,0,0,57344,1032,1589,0.292,1.085,98.623,0,0
0.292,1.208,98.500,0,0,0,0,0,252,0,0,1070,1697,0,0,7,4647370752,17217892352,2308321280,39634206720,0,0,0,0,1069,1695,0.292,1.209,98.499,0,0
0.209,0.917,98.874,0,0,0,0,0,252,0,0,749,1109,1,0,7,4647268352,17218002944,2308321280,39634206720,0,0,0,0,749,1109,0.209,0.919,98.873,0,0
0.208,0.459,98.666,0.667,0,0,45993984,0,252,0,0,1286,1320,0,1,2,4647886848,17217363968,2308321280,39634210816,0,0,0,45993984,1286,1320,0.208,0.458,98.667,0.667,0
1.212,1.714,96.990,0.084,0,0,101982208,18446744073709346816,18446744073709287424,0,0,3735,6841,1,0,51,4639772672,17225904128,2308321280,39634186240,0,0,0,101982208,3737,6845,1.212,1.714,96.990,0.084,0
0.418,1.545,91.065,6.973,0,0,243441664,0,70,0,0,2040,2175,1,2,7,4638810112,17232777216,2308325376,39634153472,0,0,0,243441664,2039,2174,0.418,1.546,91.061,6.976,0
3.967,2.589,91.524,1.921,0,16384,67956736,18446744073709529088,18446744073709524992,0,0,8941,18506,1,0,109,3995607040,17877610496,2308329472,39633641472,0,0,16384,67956736,8950,18521,4.005,2.628,91.448,1.919,0
2.062,1.641,96.044,0.253,0,0,1728512,18446744073709324288,18446744073709355008,0,0,6680,12318,1,0,67,3971399680,17905811456,2308329472,39633604608,0,0,0,1728512,6671,12302,2.019,1.599,96.130,0.252,0
0.083,0.626,99.291,0,0,0,0,80,80,0,0,659,992,0,0,0,3970486272,17906724864,2308329472,39633604608,0,0,0,0,658,990,0.083,0.667,99.249,0,0
1.960,2.210,95.580,0.250,0,0,1605632,18446744073709543424,18446744073709527040,0,0,4705,8905,0,0,50,3879849984,18424655872,2308329472,39211159552,0,0,0,1605632,4705,8905,1.960,2.168,95.621,0.250,0
4.353,3.731,91.874,0.041,0,0,548864,160,160,0,0,11960,19660,1,0,424,3867590656,18466807808,2308329472,39182811136,0,0,0,548864,11960,19660,4.357,3.776,91.826,0.041,0
4.455,2.165,92.256,1.124,0,0,30576640,240,240,0,0,4980,9426,2,2,90,3874746368,18431705088,2308341760,39210364928,0,0,0,30576640,4980,9437,4.455,2.123,92.298,1.124,0
9.352,5.154,84.248,1.247,0,0,4820992,64,1292,0,0,17193,43671,5,0,522,3981885440,18323263488,2308362240,39210713088,0,0,0,4820992,17216,43752,9.344,5.191,84.219,1.246,0
14.262,3.909,78.586,3.243,0,7962624,102973440,160,10361,0,0,9634,37546,5,1,156,4200509440,17996468224,2308366336,39312560128,0,0,8011776,102973440,9614,37463,14.357,3.870,78.527,3.246,0
20.899,3.872,74.105,1.124,0,835584,53473280,160,8015,0,0,11248,27237,2,2,213,4305903616,17781624832,2308395008,39417933824,0,0,786432,53473280,11247,27245,20.816,3.913,74.105,1.166,0
30.539,4.523,61.286,3.651,0,0,66031616,160,6568,0,0,8604,35283,7,0,129,4499218432,17609437184,2308411392,39397093376,0,0,0,66031616,8602,35266,30.577,4.487,61.321,3.614,0
31.323,2.429,66.248,0,0,0,12288,0,3285,0,0,5983,20098,14,0,36,4665831424,17440759808,2308411392,39396823040,0,0,0,12288,5983,20111,31.323,2.429,66.248,0,0
38.356,1.370,60.066,0.208,0,0,1634304,13598,18062,0,0,6708,16850,3,0,62,4752961536,17351380992,2308415488,39396978688,0,0,0,1634304,6708,16837,38.324,1.410,60.058,0.207,0
5.208,1.417,93.375,0,0,0,0,18500,20434,0,0,2066,5246,2,0,8,4762517504,17339633664,2308415488,39397015552,0,0,0,0,2066,5246,5.211,1.376,93.414,0,0
8.107,1.295,90.305,0.293,0,0,495616,75432,76486,0,0,2922,9163,3,1,9,4815568896,17286320128,2308415488,39397130240,0,0,0,495616,2922,9163,8.107,1.295,90.305,0.293,0
3.378,1.293,92.702,2.627,0,0,4947968,0,1002,0,0,3471,5250,1,1,7,4816760832,17284423680,2308468736,39397576704,0,0,0,4972544,3471,5250,3.418,1.292,92.664,2.626,0
7.072,1.373,90.183,1.373,0,524288,2207744,101368,102247,0,0,3376,7285,3,0,8,4849582080,17251074048,2308489216,39397953536,0,0,524288,2183168,3376,7295,7.110,1.414,90.104,1.372,0
9.167,1.125,89.125,0.583,0,0,1028096,141026,141780,0,0,4220,12100,7,0,23,4875132928,17225940992,2308497408,39398113280,0,0,0,1028096,4220,12129,9.201,1.124,89.092,0.583,0
6.198,1.539,91.722,0.541,0,0,1028096,142513,143017,0,0,3219,8651,0,0,2,4911116288,17190068224,2308505600,39397953536,0,0,0,1028096,3222,8620,6.076,1.498,91.885,0.541,0
3.582,1.583,94.419,0.416,0,0,589824,174214,174718,0,0,2839,8127,2,0,7,4944617472,17156505600,2308505600,39397859328,0,0,0,589824,2838,8125,3.579,1.581,94.424,0.416,0
4.478,1.575,93.284,0.663,0,0,1089536,154412,155406,0,0,3134,8451,1,0,10,4969840640,17131032576,2308509696,39398014976,0,0,0,1089536,3132,8452,4.479,1.576,93.281,0.664,0
3.515,1.548,94.603,0.335,0,0,548864,178295,179569,0,0,2592,8175,2,0,8,5007372288,17093292032,2308521984,39398113280,0,0,0,548864,2592,8173,3.558,1.591,94.517,0.335,0
3.625,0.625,95.208,0.542,0,0,1122304,147039,147361,0,0,2960,8597,2,0,5,5032497152,17067991040,2308542464,39398252544,0,0,0,1122304,2962,8636,3.623,0.583,95.252,0.541,0
3.546,1.544,94.660,0.250,0,0,569344,183050,184122,0,0,3195,9474,1,0,7,5070815232,17029492736,2308550656,39398383616,0,0,0,569344,3195,9433,3.548,1.544,94.658,0.250,0
5.638,1.617,91.957,0.788,0,0,1216512,155022,155649,0,0,3744,10154,0,1,11,5092552704,17007788032,2308575232,39398383616,0,0,0,1216512,3742,10151,5.604,1.619,91.988,0.789,0
4.158,1.746,93.597,0.499,0,0,933888,169813,170315,0,0,3270,8681,1,0,7,5112172544,16988258304,2308599808,39398137856,0,0,0,933888,3270,8691,4.156,1.746,93.599,0.499,0
3.835,1.251,94.623,0.292,0,0,1789952,189205,189457,0,0,2629,8256,3,0,9,5116080128,16985415680,2308599808,39397056512,0,0,0,1789952,2632,8312,3.832,1.249,94.627,0.292,0
3.707,0.750,94.877,0.666,0,0,1056768,163169,163421,0,0,2996,8891,0,0,2,5119541248,16981725184,2308608000,39397171200,0,0,0,1056768,2994,8836,3.707,0.750,94.877,0.666,0
4.122,1.540,93.963,0.375,0,16384,602112,186728,187232,0,0,2664,8667,4,1,7,5121093632,16979845120,2308616192,39397310464,0,0,16384,606208,2664,8670,4.127,1.542,93.956,0.375,0
4.332,1.374,94.294,0,0,0,32768,226907,227411,0,0,2660,8711,1,0,7,5127536640,16973332480,2308616192,39397347328,0,0,0,28672,2659,8704,4.326,1.373,94.301,0,0
3.506,1.544,94.908,0.042,0,0,126976,218705,219209,0,0,2575,8590,1,0,7,5131382784,16969424896,2308616192,39397376000,0,0,0,126976,2575,8594,3.506,1.544,94.908,0.042,0
4.128,0.959,94.912,0,0,0,24576,217734,217986,0,0,2592,8267,1,0,7,5138391040,16962207744,2308616192,39397535744,0,0,0,24576,2593,8265,4.128,0.959,94.912,0,0
4.194,0.831,94.975,0,0,0,114688,222284,222536,0,0,2404,8389,2,0,2,5141647360,16958812160,2308616192,39397560320,0,0,0,114688,2403,8388,4.194,0.831,94.975,0,0
4.071,1.620,93.644,0.665,0,0,1069056,165984,166236,0,0,3402,9406,1,0,7,5152419840,16948006912,2308620288,39397588992,0,0,0,1069056,3402,9408,4.071,1.620,93.644,0.665,0
5.667,1.625,92.417,0.292,0,0,1163264,195123,195193,0,0,3451,8947,2,0,13,5157044224,16942882816,2308624384,39397814272,0,0,0,1163264,3451,8942,5.664,1.624,92.420,0.292,0
3.854,1.741,93.535,0.870,0,0,1470464,146785,146785,0,0,3245,8761,0,1,9,5160361984,16940150784,2308636672,39397216256,0,0,0,1470464,3245,8756,3.861,1.743,93.524,0.872,0
